
Gráfico 1:
197	0.52
198	0.52
199	0.54
200	0.51
201	0.52
202	0.52
203	0.5
204	0.5
205	0.52
206	0.51
207	0.52
208	0.51
209	0.5
210	0.52
211	0.54
212	0.52
213	0.55
214	0.51
215	0.54
216	0.53
217	0.5
218	0.53
219	0.52
220	0.53
221	0.53
222	0.51
223	0.55
224	0.52
225	0.51
226	0.53
227	0.5
228	0.5
229	0.53
230	0.53
231	0.55
232	0.54
233	0.54
234	0.49
235	0.54
236	0.52
237	0.52
238	0.51
239	0.54
240	0.49
241	0.52
242	0.54
243	0.52
244	0.55
245	0.51
246	0.5
247	0.54
248	0.54
249	0.52
250	0.51
251	0.54
252	0.54
253	0.53
254	0.52
255	0.56
256	0.58
257	0.51
258	0.52
259	0.53
260	0.51
261	0.53
262	0.54
263	0.51
264	0.51
265	0.52
266	0.56
267	0.52
268	0.55
269	0.51
270	0.52
271	0.49
272	0.56
273	0.52
274	0.5
276	0.54
277	0.52
278	0.52
279	0.55
280	0.53
281	0.55
282	0.54
283	0.51
284	0.52
285	0.6
286	0.55
287	0.54
288	0.52
289	0.53
290	0.51
291	0.55
292	0.52
293	0.53
294	0.56
295	0.55
296	0.53
297	0.53

Gráfico 3:
0	-48.47
0	-48.73
2	-48.99
3	-49.25
4	-49.39
5	-49.66
6	-49.79
7	-50.05
8	-50.19
9	-50.31
10	-50.58
11	-50.71
12	-50.84
13	-50.98
14	-51.24
15	-51.37
16	-51.5
17	-51.77
18	-51.9
19	-52.03
20	-52.29
21	-52.43
22	-52.69
23	-52.82
24	-52.96
25	-53.08
26	-53.35
27	-53.48
28	-53.61
29	-53.74
30	-54.01
31	-54.14
32	-54.27
33	-54.54
34	-54.67
35	-54.81
36	-54.94
37	-55.21
38	-55.34
39	-55.61
40	-55.74
41	-55.87
42	-56.14
43	-56.27
44	-56.4
45	-56.67
46	-56.8
47	-56.93
48	-57.07
49	-57.2
50	-57.47
51	-57.6
52	-57.73
53	-58.0
54	-58.26
55	-58.39
56	-58.65
57	-58.78
58	-58.92
59	-59.05
60	-59.32
61	-59.45
62	-59.58
63	-59.84
64	-59.98
65	-60.1
66	-60.37
67	-60.51
68	-60.77
69	-60.9
70	-61.03
71	-61.3
72	-61.43
73	-61.57
74	-61.83
75	-61.96
76	-62.23
77	-62.49
78	-62.62
79	-62.89
80	-63.16
81	-63.29
82	-63.56
83	-63.69
84	-63.82
85	-64.09
86	-64.22
87	-64.48
88	-64.62
89	-64.75
90	-65.02
91	-65.15
92	-65.28
93	-65.55
94	-65.68
95	-65.81
96	-66.08
97	-66.21
98	-66.48
99	-66.61
100	-66.74
101	-67.01
102	-67.14
103	-67.27
104	-67.54
105	-67.67
106	-67.8
107	-68.07
108	-68.2
109	-68.47
110	-68.61
111	-68.74
112	-69.01
113	-69.14
114	-69.28
115	-69.54
116	-69.67
117	-69.81
118	-70.07
119	-70.2
124	-70.34
125	-70.48
126	-70.61
127	-70.74
128	-71.01
129	-71.14
130	-71.28
131	-71.54
132	-71.68
133	-71.94
134	-72.08
135	-72.21
136	-72.47
137	-72.61
138	-72.88
139	-73.01
140	-73.14
141	-73.41
142	-73.54
143	-73.68
144	-73.94
145	-74.08
150	-74.22
151	-74.35
152	-74.48
153	-74.75
154	-74.88
155	-75.15
156	-75.29
157	-75.55
158	-75.68
159	-75.95
160	-76.08
161	-76.35
162	-76.48
163	-76.61
164	-76.88
165	-77.01
166	-77.14
167	-77.41
168	-77.54
169	-77.67
170	-77.94
171	-78.07
172	-78.34
173	-78.47
174	-78.6
175	-78.87
176	-79.01
177	-79.27
178	-79.4
179	-79.54
180	-79.8
181	-79.93
182	-80.2
183	-80.33
184	-80.46
185	-80.72
186	-80.85
191	-80.99
192	-81.25
193	-81.39
194	-81.65
195	-81.78
196	-81.92
197	-82.18
198	-82.31
199	-82.58
200	-82.71
201	-82.97
202	-83.11
203	-83.37
204	-83.51
205	-83.77
206	-83.9
207	-84.17
208	-84.3
209	-84.57
210	-84.7
211	-84.97
212	-85.1
213	-85.36
214	-85.5
215	-85.76
216	-85.89
217	-86.03
218	-86.16
219	-86.42
220	-86.55
221	-86.69
222	-86.95
223	-87.08
224	-87.21
225	-87.48
226	-87.61
227	-87.74
228	-88.01
229	-88.15
230	-88.41
231	-88.55
232	-88.68
233	-88.95
234	-89.08
235	-89.21
236	-89.47
237	-89.61
238	-89.74
239	-89.87
240	-90.14
241	-90.27
242	-90.54
243	-90.67
244	-90.8
245	-90.93
246	-91.19
247	-91.33
248	-91.46
249	-91.72
250	-91.85
251	-92.12
252	-92.38
253	-92.52
254	-92.78
255	-92.91
256	-93.05
257	-93.32
258	-93.45
259	-93.58
260	-93.71
261	-93.98
262	-94.11
263	-94.25
264	-94.51
265	-94.64
266	-94.9
267	-95.04
268	-95.17
269	-95.44
270	-95.57
271	-95.7
272	-95.97
273	-96.1
274	-96.23
276	-96.5
277	-96.63
278	-96.9
279	-97.03
280	-97.16
281	-97.43
282	-97.57
283	-97.7
284	-97.97
285	-98.1
286	-98.24
287	-98.5
288	-98.63
289	-98.9
290	-99.03
291	-99.3
292	-99.43
293	-99.69
294	-99.82
295	-100.09
296	-100.22
297	-100.48
